timestamp,PointerPosition,SubState,missionName,lastMissionState,missionEvent
15:13:00:6597,"(88.75, 407.50)",,,,
15:13:00:6693,"(88.75, 407.50)",,,,
15:13:00:6807,"(88.75, 407.50)",,,,
15:13:00:6931,"(88.75, 407.50)",,,,
15:13:00:7064,"(88.75, 407.50)",,,,
15:13:00:7165,"(88.75, 407.50)",,,,
15:13:00:7293,"(88.75, 407.50)",,,,
15:13:00:7402,"(88.75, 407.50)",,,,
15:13:00:7503,"(88.75, 407.50)",,,,
15:13:00:7637,"(88.75, 402.50)",,,,
15:13:00:7782,"(88.75, 394.50)",,,,
15:13:00:7914,"(88.75, 382.50)",,,,
15:13:00:8047,"(88.75, 372.50)",,,,
15:13:00:8187,"(88.75, 362.50)",,,,
15:13:00:8320,"(88.75, 362.50)",,,,
15:13:00:8474,"(88.75, 357.50)",,,,
15:13:00:8576,"(88.75, 357.50)",,,,
15:13:00:8673,"(88.75, 357.50)",,,,
15:13:00:8781,"(88.75, 357.50)",,,,
15:13:00:8897,"(88.75, 357.50)",,,,
15:13:00:9030,"(88.75, 352.50)",,,,
15:13:00:9184,"(88.75, 344.50)",,,,
15:13:00:9305,"(90.75, 339.50)",,,,
15:13:00:9410,"(90.75, 339.50)",,,,
15:13:00:9534,"(90.75, 337.50)",,,,
15:13:00:9647,"(90.75, 337.50)",,,,
15:13:00:9749,"(90.75, 337.50)",,,,
15:13:00:9861,"(90.75, 337.50)",,,,
15:13:00:9966,"(90.75, 337.50)",,,,
15:13:01:0077,"(90.75, 337.50)",,,,
15:13:01:0180,"(90.75, 337.50)",,,,
15:13:01:0428,"(90.75, 337.50)",,,,
15:13:01:0636,"(90.75, 337.50)",,,,
15:13:01:0785,"(90.75, 337.50)",,,,
15:13:01:0942,"(90.75, 337.50)",,,,
15:13:01:1089,"(90.75, 337.50)",,,,
15:13:01:1255,"(90.75, 337.50)",,,,
15:13:01:1421,"(90.75, 337.50)",,,,
